,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
90,1751699962-96,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/salmon-peach-rayon-printed-casual-wear-kurti-lkv003880.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-peach-rayon-printed-casual-wear-kurti-lkv003880-1.jpg,Net Dupatta in Salmon Peach with Resham Embroidery,Women,Kurti,Contemporary,Net,Net,Salmon Peach,Casual Wear,All-season,19800,43%,"Lace Work, Printed",Top (Kurti),Pakistani Women,,,
91,1751699985-98,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/light-pink-cotton-slub-kurti-with-palazzo-pant-lkv0058.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-cotton-slub-kurti-with-palazzo-pant-lkv0058-1.jpg,Light Pink Cotton Slub Kurti With Palazzo Pant,Indian Cloth,Salwar Kameez,Contemporary,Cotton,Cotton,Light Pink,"Casual, Daily Wear",Summer,35700,72%,,"Kurti, Palazzo Pant",Indian Women,,,
92,1751699996-99,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/mustard-color-cotton-slub-kurti-with-palazzo-pant-lkv0073.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-color-cotton-slub-kurti-with-palazzo-pant-lkv0073-1.jpg,Mustard Color Cotton Slub Kurti With Palazzo Pant,Indian Cloth,Salwar Kameez,Contemporary,Cotton slub,Cotton slub,Mustard,"Casual, Daily Wear",Summer,39900,72%,,"Kurti, Palazzo Pant",Indian Women,,,
93,1751700020-100,https://www.andaazfashion.com/kurti-tunic?p=6,https://www.andaazfashion.com/gota-patti-embroidered-rayon-maroon-kurti-lkv00970.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/o/gota-patti-embroidered-rayon-maroon-kurti-lkv00970-1.jpg,Gota Patti Embroidered Rayon Maroon Kurti,Pakistani Cloth,Kurti,Fancy,Rayon,Rayon,Pure Maroon,Festival Wear,All-season,47700,72%,Gota Patti Embroidery,Top (Kurti),Pakistani Women,40-42,Maroon,Sandals
94,1751700033-101,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/mint-blue-rayon-printed-short-kurti-lkv004052.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/i/mint-blue-rayon-printed-short-kurti-lkv004052-1.jpg,Mint Blue Rayon Printed Short Kurti,Women,Kurti,Contemporary,Rayon,Rayon,Mint Blue,Casual Wear,Summer,24600,11%,"Lace Work, Printed",Top (Kurti),Women,,,
95,1751700038-102,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/ruby-rayon-red-printed-short-kurti-lkv004054.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/u/ruby-rayon-red-printed-short-kurti-lkv004054-1.jpg,Ruby Rayon Red Printed Short Kurti,Women,Kurti,Contemporary,Rayon,Rayon,Ruby Red,Casual Wear,All-season,23700,17%,Printed,Top (Kurti),Pakistani Women,One Size,Black,Flats
96,1751700044-103,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/mustard-yellow-rayon-embroidered-short-kurti-lkv004031.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-yellow-rayon-embroidered-short-kurti-lkv004031-1.jpg,Mustard Yellow Rayon Embroidered Short Kurti,Pakistani Cloth,Kurti,Contemporary,Rayon,Rayon,Mustard Yellow,Casual Wear,All-season,19800,43%,"Resham Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Brown,Sandals
97,1751700057-104,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/chinnon-sky-blue-bandhej-printed-kurti-lkv003017.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/chinnon-sky-blue-bandhej-printed-kurti-lkv003017-1.jpg,Chinnon Sky Blue Bandhej Printed Kurti,Indian Cloth,Kurti,Traditional,Sangeet,Sangeet,Sky Blue,Sangeet,All-season,25800,23%,"Resham Work, Sequins Work, Thread Work, Bandhej Print",Top (Kurti),Indian Women,,,
98,1751700070-106,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/purple-rayon-kurti-with-cigarette-pant-lkv0316.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/ch-image_2022_07_14t06_18_30_537z.jpg,Purple Rayon Kurti With Cigarette Pant,Indian Cloth,Salwar Kameez,Contemporary,Rayon,Rayon,Purple,"Casual, Party",All-season,21600,72%,,,Indian Women,,,
99,1751700095-107,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/salmon-orange-cotton-printed-short-casual-wear-kurti-lkv004066.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-orange-cotton-printed-short-casual-wear-kurti-lkv004066-1.jpg,Salmon Orange Cotton Printed Short Casual Wear Kurti,Women,Kurti,Contemporary,Cotton,Cotton,Salmon Orange,Casual Wear,Summer,17700,43%,Printed,Top (Kurti),Women,,,
100,1751700105-108,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/mustard-yellow-cotton-printed-short-casual-wear-kurti-lkv004061.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-yellow-cotton-printed-short-casual-wear-kurti-lkv004061-1.jpg,Mustard Yellow Cotton Printed Short Casual Wear Kurti,Women,Kurti,Contemporary,Cotton,Cotton,Mustard Yellow,Casual Wear,Summer,15600,11%,Printed,Top (Kurti),Women,,,
101,1751700110-109,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/black-silk-embroidered-a-line-kurti-lkv004102.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-silk-embroidered-a-line-kurti-lkv004102-1.jpg,Black Silk Embroidered A Line Kurti,Women,Kurti,A Line,Silk,Silk,Pure Black,Festival Wear,All-season,35700,27%,"Resham Work, Thread Work",Top (Kurti),Women,One Size,Black,Sandals
102,1751700116-110,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/burgundy-maroon-silk-embroidered-a-line-kurti-lkv004098.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/u/burgundy-maroon-silk-embroidered-a-line-kurti-lkv004098-1.jpg,Burgundy Maroon Silk Embroidered A Line Kurti,Indian Cloth,Kurti,A Line,Silk,Silk,Burgundy Maroon,Festival Wear,All-season,35700,20%,"Resham Work, Thread Work",Top (Kurti),Indian Women,One Size,Matching,Sandals
103,1751700138-111,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/black-printed-cotton-casual-wear-kaftan-kurti-lkv003890.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-printed-cotton-casual-wear-kaftan-kurti-lkv003890-1.jpg,Black Printed Cotton Casual Wear Kaftan Kurti,Pakistani Cloth,Salwar Kameez,Contemporary,Cotton,Cotton,Pure Black,Casual Wear,All-season,20400,14%,"Lace Work, Printed",Top (Kurti),Pakistani Women,One Size,Black,Sandals
104,1751700160-112,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/cherry-red-printed-cotton-casual-wear-kaftan-kurti-lkv003889.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/cherry-red-printed-cotton-casual-wear-kaftan-kurti-lkv003889-1.jpg,Cherry Red Printed Cotton Casual Wear Kaftan Kurti,Pakistani Cloth,Salwar Kameez,Contemporary,Cotton,Cotton,Cherry Red,Casual Wear,Summer,21300,17%,"Lace Work, Printed",Top (Kurti),Pakistani Women,One Size,Black,Sandals
105,1751700164-113,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/rayon-indian-wear-kurti-in-light-beige-color-lkv0338.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/a/rayon-indian-wear-kurti-in-light-beige-color-lkv0338.jpg,Rayon Indian Wear Kurti In Light Beige Color,Indian Cloth,Kurti,Contemporary,Rayon,Rayon,Light Beige,"Casual, Daily Wear",All-season,21600,51%,,,Indian Women,,,
106,1751700167-114,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/burgundy-maroon-rayon-embroidered-frock-style-kurti-lkv003575.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/u/burgundy-maroon-rayon-embroidered-frock-style-kurti-lkv003575-1.jpg,Burgundy Maroon Rayon Embroidered Frock Style Kurti,Pakistani Cloth,Kurti,Fancy,Rayon,Rayon,Burgundy Maroon,Casual Wear,All-season,27300,43%,"Resham Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Black,Sandals
107,1751700180-116,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/cotton-printed-kurti-set-in-black-colour-lkv0180.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-printed-kurti-set-in-black-colour-lkv0180-1.jpg,Cotton Printed Kurti Set In Black Colour,Pakistani Cloth,Salwar Kameez,Contemporary,Cotton,Cotton,Black,"Casual, Daily Wear",All-season,21600,72%,Printed,,Pakistani Women,,,
108,1751700184-117,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/light-pink-cotton-front-slit-casual-wear-kurti-lkv003802.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-cotton-front-slit-casual-wear-kurti-lkv003802-1.jpg,Light Pink Cotton Front Slit Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Light Pink,Casual Wear,Summer,15600,26%,Weaved Thread Work,Top (Kurti),Pakistani Women,One Size,Neutral,Sandals
109,1751700188-118,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/brick-red-poly-crepe-printed-kurti-lkv00833.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/r/brick-red-poly-crepe-printed-kurti-lkv00833-1.jpg,Brick Red Straight Cut Party Wear Kurti in Poly Crepe,Women,Kurti,Contemporary,Poly Crepe,Poly Crepe,Brick Red,Festival Wear,All-season,13800,73%,Printed,Top (Kurti),Women,,,
110,1751700193-119,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/light-green-poly-crepe-printed-kurti-lkv00835.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-green-poly-crepe-printed-kurti-lkv00835-1.jpg,Light Green Poly Crepe Printed Kurti,Indian Cloth,Kurti,Printed,Poly Crepe,Poly Crepe,Light Green,Festival Wear,Summer,13800,73%,Printed,Top (Kurti),Indian Women,,,
111,1751700196-120,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/georgette-black-printed-casual-wear-kurti-lkv003854.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-black-printed-casual-wear-kurti-lkv003854-1.jpg,Georgette Black Printed Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Georgette,Georgette,Pure Black,Casual Wear,All-season,19800,43%,Printed,Top (Kurti),Pakistani Women,,,
112,1751700201-121,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/cotton-teal-blue-kurti-with-print-lkv001093.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-teal-blue-kurti-with-print-lkv001093-1.jpg,Cotton Teal Blue Kurti With Print,Pakistani Cloth,Salwar Kameez,Contemporary,Cotton,Cotton,Teal Blue,Festival Wear,All-season,56400,72%,"Beads Work, Cutdana Work, Sequins, Printed, Foil Print",Top (Kurti),Pakistani Women,"40, 35-38",Matching Teal Blue,Sandals or Flats
113,1751700205-122,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/pistachio-green-rayon-embroidered-kurti-lkv002269.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/i/pistachio-green-rayon-embroidered-kurti-lkv002269-1.jpg,Pistachio Green Rayon Embroidered Kurti,Pakistani Cloth,Salwar Kameez,Heavy Work,Rayon,Rayon,Pistachio Green,Festival Wear,All-season,71700,72%,"Resham Work, Thread Work, Zari",Top (Kurti),Pakistani Women,"40, 42, 44","Gold, Silver","Sandals, Heels"
114,1751700208-123,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/black-cotton-printed-short-cotton-kurti-lkv004012.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-cotton-printed-short-cotton-kurti-lkv004012-1.jpg,Black Cotton Printed Short Cotton Kurti,Indian Cloth,Kurti,Contemporary,Cotton,Cotton,Pure Black,Casual Wear,All-season,28200,30%,"Lace Work, Printed",Top (Kurti),Indian Women,One Size,Black,Flats
115,1751700212-124,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/salmon-pink-cotton-printed-short-cotton-kurti-lkv004014.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/a/salmon-pink-cotton-printed-short-cotton-kurti-lkv004014-1.jpg,Salmon Pink Cotton Printed Short Cotton Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Salmon Pink,Casual Wear,Summer,17700,43%,"Lace Work, Printed",Top (Kurti),Pakistani Women,One Size,Neutral,Sandals
116,1751700216-125,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/pistachio-green-poly-crepe-printed-kurti-lkv00826.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/i/pistachio-green-poly-crepe-printed-kurti-lkv00826-1.jpg,Pistachio Green Straight Cut Poly Crepe Kurti for Casual Wear,Pakistani Cloth,Kurti,Contemporary,Poly Crepe,Poly Crepe,Pistachio Green,"Festival Wear, Casual Wear",All-season,13800,73%,Printed,Top (Kurti),Pakistani Women,36-42,"Green, White, Black","Sandals, Flats"
117,1751700219-126,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/rayon-kurti-in-chocolate-brown-color-lkv0341.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/a/rayon-kurti-in-chocolate-brown-color-lkv0341.jpg,Rayon Kurti In Chocolate Brown Color,Indian Cloth,Kurti,Contemporary,Rayon,Rayon,Chocolate Brown,"Casual, Daily Wear",All-season,21600,51%,,,Indian Women,,,
118,1751700223-127,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/dark-purple-cotton-embroidered-straight-cut-readymade-kurti-lkv003819.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-purple-cotton-embroidered-straight-cut-readymade-kurti-lkv003819-1.jpg,Dark Purple Cotton Embroidered Straight Cut Readymade Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Dark Purple,Casual Wear,All-season,15600,43%,"Lace Work, Embroidery",Top (Kurti),Pakistani Women,One Size,Black,Flats
119,1751700231-128,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/cotton-embroidered-ruby-red-straight-cut-readymade-kurti-lkv003822.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-embroidered-ruby-red-straight-cut-readymade-kurti-lkv003822-1.jpg,Cotton Embroidered Ruby Red Straight Cut Readymade Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Ruby Red,Casual Wear,All-season,15600,43%,Lace Work,Top (Kurti),Pakistani Women,,,
120,1751700237-129,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/printed-yellow-georgette-satin-kurti-tunics-dmv13828-html.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/m/dmv-13828-front.jpg,Printed Yellow Georgette Satin Kurti Tunics,Pakistani Cloth,Kurti,Contemporary,Georgette,Georgette,Yellow,"Casual, Party",Summer,21600,25%,Printed,,Pakistani Women,,,
121,1751700243-130,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/light-pink-cotton-kurti-with-resham-work-lkv0295.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-cotton-kurti-with-resham-work-lkv0295.jpg,Light Pink Cotton Kurti With Resham Work,Indian Cloth,Kurti Tunic,Contemporary,Cotton,Cotton,Light Pink,"Casual, Daily Wear",Summer,27600,41%,Resham Work,,Indian Women,,,
122,1751700247-131,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/beige-satin-kurti-with-resham-work-lkv0296.html,,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-satin-kurti-with-resham-work-lkv0296.jpg,Beige Satin Kurti With Resham Work,Indian Cloth,Kurti,Contemporary,Satin,Satin,Beige,"Casual, Party",All-season,27600,41%,Resham Work,,Indian Women,,,
123,1751700263-133,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/coral-pink-cotton-printed-kurti-lkv001089.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/coral-pink-cotton-printed-kurti-lkv001089-1.jpg,Coral Pink Cotton Kurti for Party Wear with Foil Print,Women,Kurti,Contemporary,Cotton,Cotton,Coral Pink,Festival Wear,Summer,15600,40%,"Beads Work, Lace, Resham Work, Thread Work, Zari, Printed, Foil Print",Top (Kurti),Women,One Size,Matching,Sandals
124,1751700270-134,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/multi-color-cotton-printed-kurti-lkv001098.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/multi-color-cotton-printed-kurti-lkv001098-1.jpg,Cotton Multi Color Sequins Embroidered Kurti for Casual Wear,Pakistani Cloth,Kurti,Fancy,Cotton,Cotton,Multi Color,"Festival Wear, Casual Wear",All-season,15900,72%,"Cutdana Work, Lace, Resham Work, Sequins, Thread Work, Printed, Faux Mirror",Top (Kurti),Pakistani Women,One Size,Multi Color,Sandals
125,1751700277-135,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/casual-wear-beads-embroidered-greenish-grey-kurti-in-cotton-lkv003958.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/a/casual-wear-beads-embroidered-greenish-grey-kurti-in-cotton-lkv003958-1.jpg,Casual Wear Beads Embroidered Greenish Grey Kurti in Cotton,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Greenish Grey,Casual Wear,All-season,22500,12%,"Beads Work, Resham Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Any color,Sandals or Flats
126,1751700283-136,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/cotton-embroidered-deep-red-casual-wear-kurti-lkv003965.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-embroidered-deep-red-casual-wear-kurti-lkv003965-1.jpg,Cotton Embroidered Deep Red Casual Wear Kurti,Indian Cloth,Kurti,Contemporary,Cotton,Cotton,Deep Red,Casual Wear,All-season,23700,22%,"Resham Work, Sequins Work, Thread Work, Weaved Thread Work",Top (Kurti),Indian Women,One Size,Black,Flats
127,1751700310-137,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/peacock-blue-rayon-straight-cut-kurti-lkv001694.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/e/peacock-blue-rayon-straight-cut-kurti-lkv001694-1.jpg,Peacock Blue Rayon Straight Cut Kurti,Women,Kurti,Contemporary,Rayon,Rayon,Peacock Blue,Festival Wear,All-season,13800,73%,"Resham Work, Thread Work",Top (Kurti),Women,,,
128,1751700348-142,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/carrot-orange-cotton-printed-ankle-length-kurti-lkv003830.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/a/carrot-orange-cotton-printed-ankle-length-kurti-lkv003830-1.jpg,Carrot Orange Cotton Printed Ankle Length Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Carrot Orange,Casual Wear,Summer,19800,43%,"Lace Work, Printed",Top (Kurti),Pakistani Women,One Size,Brown,Sandals
129,1751700364-143,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/bubble-gum-pink-cotton-anarkali-style-printed-kurti-lkv003829.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/u/bubble-gum-pink-cotton-anarkali-style-printed-kurti-lkv003829-1.jpg,Bubble Gum Pink Cotton Anarkali Style Printed Kurti,Women,Anarkali,Contemporary,Cotton,Cotton,Bubble Gum Pink,Casual Wear,Summer,19800,43%,"Gota Patti Work, Lace Work, Printed, Foil Print",Top (Kurti),Pakistani Women,One Size,"White, Silver","Sandals, Flats"
130,1751700369-144,https://www.andaazfashion.com/kurti-tunic?p=5,https://www.andaazfashion.com/coral-peach-cotton-anarkali-style-printed-kurti-lkv003828.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/coral-peach-cotton-anarkali-style-printed-kurti-lkv003828-1.jpg,Coral Peach Cotton Anarkali Style Printed Kurti,Women,Anarkali,Contemporary,Cotton,Cotton,Coral Peach,Casual Wear,Summer,19800,40%,"Gota Patti Work, Lace Work, Printed, Foil Print",Top (Kurti),Pakistani Women,One Size,Neutral,Sandals
131,1751700378-145,https://www.andaazfashion.com/kurti-tunic?p=4,https://www.andaazfashion.com/dark-green-weaved-thread-cotton-casual-wear-kurti-lkv003643.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-green-weaved-thread-cotton-casual-wear-kurti-lkv003643-1.jpg,Dark Green Weaved Thread Cotton Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Cotton,Cotton,Dark Green,Casual Wear,All-season,19800,43%,"Resham Work, Sequins Work, Thread Work, Weaved Thread Work",Top (Kurti),Pakistani Women,One size fits most,Any color,Sandals or flats
132,1751700383-146,https://www.andaazfashion.com/kurti-tunic?p=4,https://www.andaazfashion.com/deep-red-embroidered-chanderi-silk-straight-cut-kurti-lkv003973.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/deep-red-embroidered-chanderi-silk-straight-cut-kurti-lkv003973-1.jpg,Deep Red Embroidered Chanderi Silk Straight Cut Kurti,Pakistani Cloth,Kurti,Heavy Work,Chanderi Silk,Chanderi Silk,Deep Red,Festival Wear,All-season,27600,26%,"Beads Work, Cutdana Work, Mirror Work, Pearl Work, Resham Work, Sequins Work, Thread Work",Top (Kurti),Pakistani Women,One Size,Matching,Sandals
133,1751700388-147,https://www.andaazfashion.com/kurti-tunic?p=4,https://www.andaazfashion.com/black-rayon-straight-cut-kurti-lkv001695.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-rayon-straight-cut-kurti-lkv001695-1.jpg,Rayon Black Resham Embroidered Party Wear Kurti,Women,Salwar Kameez,Traditional,Rayon,Rayon,Pure Black,Festival Wear,All-season,13800,73%,"Resham Work, Thread Work",Top (Kurti),Pakistani Women,"40, 42, 44",Black,Sandals
134,1751700392-148,https://www.andaazfashion.com/kurti-tunic?p=4,https://www.andaazfashion.com/light-grey-rayon-printed-frock-style-casual-wear-kurti-lkv003785.html,Package : Top (Kurti),https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-grey-rayon-printed-frock-style-casual-wear-kurti-lkv003785-1.jpg,Light Grey Rayon Printed Frock Style Casual Wear Kurti,Pakistani Cloth,Kurti,Contemporary,Rayon,Rayon,Light Grey,Casual Wear,All-season,19800,29%,"Gota Patti Work, Printed, Foil Print",Top (Kurti),Pakistani Women,One Size,Any color,Sandals or Flats
