,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
286,1751679390-336,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 12,https://www.andaazfashion.com/lovely-silk-anarkalii-suit-in-indigo-blue-color-with-zari-embroidered-dmv12696.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/n/anarkali-suit-web-img-jpeg.jpg,Attractive Indigo Blue Dupion Silk Anarkalii Suit,Women,Anarkali,Traditional,Dupion Silk,Georgette,Indigo Blue,"Festival Wear, Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear",All-season,120300,72%,"Resham Work, Thread Work, Dori, Stone Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Silver,Heels
287,1751679397-338,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 12,https://www.andaazfashion.com/wine-maroon-net-embroidered-pakistani-anarkali-suit-lstv114011p.html,"Dori Work, Sequins",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv114011.jpg,Wine Maroon Net Embroidered Pakistani Plus Size Anarkali Suit,Pakistani Cloth,Anarkali,Heavy Work,Net,Satin/taffeta silk,Wine Maroon,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,72%,"Dori Work, Sequins","Dori Work, Sequins",Pakistani Women,Plus Size,Matching,Heels
288,1751679400-339,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 12,https://www.andaazfashion.com/fancy-georgette-mauve-taupe-plus-size-anarkali-suit-for-eid-lstv122545p.html,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv122545_1.jpg,Fancy Georgette Mauve Taupe Plus Size Anarkali Suit for Wedding & Party,Women,Anarkali,Fancy,Georgette,Georgette,Mauve Taupe,"Wedding, Party, Eid, Diwali, Lohri, Navratri",All-season,47700,72%,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet","Diwali, Eid, Lohri, Navratri",Women,Plus Size,Matching,Heels
289,1751679420-344,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/embroidered-dusty-blue-net-anarkali-suit-with-skirt-lstv05326.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-dusty-blue-net-anarkali-suit-with-skirt-lstv05326.jpg,Embroidered Dusty Blue Net Anarkali Suit With Skirt,Women,Anarkali,Heavy Work,Net,Net,Dusty Blue,"Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,66000,25%,"Resham Work, Zari Work, Stone Work, Beads Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Silver,Heels
290,1751679423-345,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/moss-green-resham-embroidered-anarkali-suit-lstv09780.html,"Resham Work, Thread Work, Zari, Stone Work, Bottom- Plain, Dupatta- Plain",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/o/moss-green-resham-embroidered-anarkali-suit-lstv09780-1.jpg,Wedding Special Moss Green Resham Embroidered Anarkali Suit,Women,Anarkali,Traditional,Net,Santoon/Satin,Moss Green,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Mehndi, Festival Wear",All-season,106500,23%,"Resham Work, Thread Work, Zari, Stone Work, Bottom- Plain, Dupatta- Plain","Resham Work, Thread Work, Zari, Stone Work, Bottom- Plain, Dupatta- Plain",Women,,,
291,1751679442-351,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/dark-green-georgette-embroidered-anarkali-suit-lstv07443.html,"Resham Work,Stone Work,Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-green-georgette-embroidered-anarkali-suit-lstv07443-1_1.jpg,Georgette Dark Green Stone Embroidered Party Wear Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Dark Green,"Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Mother of the Bride, Sangeet",All-season,57900,24%,"Resham Work, Stone Work, Zari","Resham Work, Stone Work, Zari",Women,,,
292,1751679446-352,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/blue-georgette-long-anarkali-suit-lstv08340.html,"Stone Work,Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/blue-georgette-long-anarkali-suit-lstv08340-1_2.jpg,Blue Georgette Long Wedding Anarkali Suit,Women,Anarkali,Unknown,Georgette,Santoon,Teal Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,47700,43%,"Stone Work, Zari","Stone Work, Zari",Women,,,
293,1751679449-353,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/net-anarkali-suit-in-salmon-orange-with-zari-embroidered-lstv03370.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/e/net-anarkali-suit-in-salmon-orange-with-zari-embroidered-lstv03370-1.jpg,Net Anarkali Suit In Salmon Orange With Zari Embroidered,Women,Anarkali,Heavy Work,Net,Net,Salmon Orange,"Bridal Wear, Wedding Wear, Party Wear",All-season,75900,23%,"Zari Work, Stone Work, Sequins Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,Not specified,Matching or Gold,Heels or Sandals
294,1751679452-354,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/white-soft-net-dori-embroidered-plus-size-anarkali-suit-lstv08825p.html,"Stone Work, Dori, Sequins",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv08825.jpg,White Soft Net Dori Embroidered Plus Size Anarkali Suit,Women,Anarkali,Traditional,Soft Net,Lycra,White,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear",All-season,63900,23%,"Stone Work, Dori, Sequins","Stone Work, Dori, Sequins",Women,Plus Size,"White, Silver","Heels, Sandals"
295,1751679455-355,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/zari-embroidered-net-black-anarkali-suit-lstv08175.html,"ori Work, Sequins",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/z/a/zari-embroidered-net-black-anarkali-suit-lstv08175-1.jpg,Zari Embroidered Net Black Anarkali Suit,Women,Anarkali,Heavy Work,Net,Santoon/Lycra,Black,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,63900,43%,"Zari Work, Sequins","ori Work, Sequins",Women,,,
296,1751679465-358,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/luxurious-green-georgette-anarkali-suit-lstv02273.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/u/luxurious-green-georgette-anarkali-suit-1-lstv02273.jpg,Green Georgette Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Green,"Festival Wear, Party Wear, New Year",All-season,75900,21%,Resham Work,"Top (Included Lining), Bottom and Scarf",Women,,,
297,1751679468-359,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/beige-net-anarkali-churidar-suit-with-dupatta-1771.html,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-1771-anarkali-collection-front_1_2_1.jpg,Golden Beige Anarkali Suit with Sequin Embellishment and Net Dupatta,Women,Anarkali,Fancy,Net,Net,Golden Beige,Beige,All-season,120300,23%,Sequin Embellishment,Net Dupatta,Women,32-58,"Golden, Beige","Heels, Sandals"
298,1751679475-361,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/light-peach-zari-embroidered-net-anarkali-suit-lstv111230.html,"Stone Work, Thread Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-peach-zari-embroidered-net-anarkali-suit-lstv111230-1.jpg,Light Peach Zari Embroidered Net Anarkali Suit,Women,Anarkali,Traditional,Net,Santoon,Light Peach,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,78000,23%,"Stone Work, Thread Work, Zari","Stone Work, Thread Work, Zari",Women,,,
299,1751679488-365,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/dark-beige-dupion-silk-eid-plus-size-anarkali-suit-with-churidar-lstv111926p.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv111926.jpg,Dark Beige Dupion Silk Wedding Plus Size Anarkali Suit With Churidar,Women,Anarkali,Traditional,Dupion Silk,Santoon,Dark Beige,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,67800,72%,"Stone Work, Zari","Stone Work, Zari",Women,One Size,Gold,Heels
300,1751679491-366,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/georgette-purple-embroidered-trouser-suit-lstv09825.html,"Dori Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-purple-embroidered-trouser-suit-lstv09825-1.jpg,Georgette Purple Embroidered Trouser Suit,Women,Trouser Suit,Unknown,Georgette,Santoon,Purple,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,108000,23%,"Dori Work, Stone Work","Dori Work, Stone Work",Pakistani Women,,,
301,1751679494-367,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/party-wear-purple-net-floor-length-anarkali-suit-lstv09155.html,"Sequins,Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/a/party-wear-purple-net-floor-length-anarkali-suit-lstv09155-1.jpg,Party Wear Purple Net Floor Length Anarkali Suit,Women,Anarkali,Traditional,Net,Santoon,Purple,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,66000,25%,"Sequins, Thread Work","Sequins, Thread Work",Women,40-42,Silver,Heels
302,1751679501-369,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/dark-maroon-georgette-embroidered-anarkali-suit-lstv08279.html,"Resham Work,Sequins,Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-maroon-georgette-embroidered-anarkali-suit-lstv08279-1.jpg,Georgette Dark Maroon Zari Embroidered Anarkali Suit for Wedding,Women,Anarkali,Traditional,Georgette,Georgette,Dark Maroon,"Wedding Wear, Party Wear, Bridesmaid Wear, Festival Wear, Sangeet, Guest of Wedding Wear",All-season,75900,43%,"Resham Work, Sequins, Zari","Resham Work, Sequins, Zari",Women,,,
303,1751679507-371,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/georgette-anarkali-suit-in-maroon-color-lstv03661.html,"Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-anarkali-suit-in-maroon-color-1-lstv03661.jpg,Georgette Wedding Anarkali Suit In Maroon Color,Women,Anarkali,Traditional,Georgette,Georgette,Maroon,"Party Wear, Sangeet",All-season,54000,20%,"Zari Work, Stone Work","Zari Work, Stone Work",Women,,,
304,1751679510-372,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/embroidered-red-georgette-trouser-suit-lstv09827.html,"Dori Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-red-georgette-trouser-suit-lstv09827-1.jpg,Embroidered Red Georgette Trouser Suit,Women,Trouser Suit,Unknown,Georgette,Santoon,Red,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,108000,23%,"Dori Work, Stone Work","Dori Work, Stone Work",Women,,,
305,1751679513-373,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/red-silk-floor-length-anarkali-suit-lstv114843.html,"Sequins, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-silk-floor-length-anarkali-suit-lstv114843-1.jpg,Red Silk Floor Length Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Silk,Lycra,Red,"Party Wear, Festival Wear",All-season,56100,40%,"Sequins, Zari","Sequins, Zari",Women,,,
306,1751679517-374,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/light-beige-georgette-embroidered-trouser-suit-lstv09829.html,"Dori Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-beige-georgette-embroidered-trouser-suit-lstv09829-1.jpg,Light Beige Georgette Embroidered Trouser Suit,Women,Trouser Suit,Heavy Work,Georgette,Santoon,Light Beige,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,108000,32%,"Dori Work, Stone Work","Dori Work, Stone Work",Women,,,
307,1751679520-375,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/bottle-green-georgette-embroidered-trouser-suit-lstv09828.html,"Dori Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/o/bottle-green-georgette-embroidered-trouser-suit-lstv09828-1.jpg,Bottle Green Georgette Embroidered Trouser Suit for Wedding & Party,Women,Trouser Suit,Heavy Work,Georgette,Santoon,Bottle Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear",All-season,108000,31%,"Dori Work, Stone Work","Dori Work, Stone Work",Pakistani Women,35-40,Matching Green or Gold,Heels or Sandals
308,1751679523-376,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/red-velvet-embroidered-anarkali-suit-lstv111543.html,Zari,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-velvet-embroidered-anarkali-suit-lstv111543-1.jpg,Red Velvet Embroidered Anarkali Suit With Churidar,Women,Anarkali,Heavy Work,Velvet,Santoon,Red,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,67200,43%,Zari,Zari,Women,One size fits most,Gold,Heels
309,1751679526-377,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/attractive-florida-silk-teal-green-anarkali-suit-lstv01928.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-anarkali-suit-1-lstv01928.jpg,Attractive Florida silk Teal Green Anarkali Suit,Women,Anarkali,Unknown,Florida Silk,Florida Silk,Teal Green,"Festival Wear, Party Wear, New Year, Sangeet, Lohri, Guest Of Wedding Wear",All-season,67800,23%,Resham Work,"Top (Included Lining), Bottom and Scarf",Women,,,
310,1751679530-378,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/creamy-pink-silk-party-wear-pakistani-anarkali-suit-lstv113287.html,Thread Work,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/creamy-pink-silk-party-wear-pakistani-anarkali-suit-lstv113287-1.jpg,Creamy Pink Silk Party Wear Pakistani Wedding Anarkali Suit,Pakistani Cloth,Anarkali,Traditional,Silk,Silk,Creamy Pink,"Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear",All-season,47700,72%,Thread Work,Thread Work,Pakistani Women,One size fits most,Gold,Heels
311,1751679533-379,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/thread-work-cotton-light-beige-anarkali-suit-lstv09354.html,"Sequins, Resham Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/h/thread-work-cotton-light-beige-anarkali-suit-lstv09354-1.jpg,Light Pink Cotton Anarkali Suit,Women,Anarkali,Traditional,Cotton,Lycra,Light Pink,"Party Wear, Festival Wear, Sangeet",All-season,39900,43%,"Sequins, Resham Work","Sequins, Resham Work",Women,,,
312,1751679536-380,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/sequins-embroidered-georgette-off-white-anarkali-suit-lstv115921.html,"Sequins, Thread Work, Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/e/sequins-embroidered-georgette-off-white-anarkali-suit-lstv115921-1.jpg,Sequins Embroidered Georgette Cream Anarkali Suit,Women,Anarkali,Fancy,Georgette,Santoon,Cream,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,69600,72%,"Sequins, Thread Work, Stone Work, Zari","Sequins, Thread Work, Stone Work, Zari",Women,40-42,Gold,Heels
313,1751679539-381,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/stone-work-embroidered-net-dark-grey-anarkali-suit-lstv113026.html,"Dori , Zari, Sequins, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/1/0/1009-2702_1_aks.jpg,Stone Work Embroidered Net Dark Grey Anarkali Suit,Women,Anarkali,Heavy Work,Net,Santoon/Lycra,Dark Grey,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,57900,43%,"Dori, Zari, Sequins, Stone Work","Dori, Zari, Sequins, Stone Work",Women,One size fits most,"Silver, Gold","Heels, Sandals"
314,1751679542-382,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/red-net-resham-embroidered-anarkali-suit-lstv09464.html,"Thread Work, Sequins, Resham Work, Dupatta- Thread Work, Sequins, Resham Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-net-resham-embroidered-anarkali-suit-lstv09464-1.jpg,Red Net Resham Embroidered Anarkali Suit,Women,Anarkali,Traditional,Net,Lycra,Red,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,64800,24%,"Thread Work, Sequins, Resham Work, Dupatta- Thread Work, Sequins, Resham Work","Thread Work, Sequins, Resham Work, Dupatta- Thread Work, Sequins, Resham Work",Women,,,
315,1751679546-383,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/gorgeous-silk-anarkali-suit-in-orange-color-with-stone-embroidered-lstv01519c.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/o/gorgeous-silk-anarkali-suit-in-orange-color-with-stone-embroidered-lstv01519c_1.jpg,Taffeta Silk Anarkali Suit In Rust Orange Color,Women,Anarkali,Traditional,Taffeta Silk,Taffeta Silk,Rust Orange,"Wedding Wear, Party Wear, Sangeet, Mahendi, Karva Chauth",All-season,51900,23%,"Stone Work, Resham Work, Zari Work","Top (Included Lining), Bottom and Scarf",Women,Not specified,Matching,Heels
316,1751679556-384,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 11,https://www.andaazfashion.com/beige-net-anarkali-churidar-suit-with-dupatta.html,Lycra,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-1715-anarkali-collection-front.jpg,Beige Net Anarkali Churidar Suit With Zari Work,Women,Anarkali,Traditional,Net,Net,Beige,"Special Events, Parties",All-season,47700,55%,Zari Work,Lycra,Women,,,
317,1751679562-385,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/lime-yellow-georgette-anarkali-suit-with-zari-work-lstv05585.html,"Zari Work, Stone Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/lime-yellow-georgette-anarkali-suit-with-zari-work-lstv05585.jpg,Lime Yellow Georgette Anarkali Suit With Zari Work,Women,Anarkali,Traditional,Georgette,Georgette,Lime Yellow,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,66000,72%,"Zari Work, Stone Work, Dori Work","Zari Work, Stone Work, Dori Work",Women,,,
318,1751679569-387,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/dark-pink-velvet-embroidered-anarkali-suit-lstv115505.html,Zari,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-pink-velvet-embroidered-anarkali-suit-lstv115505-1.jpg,Dark Pink Party Wear Zari Embroidered Anarkali Suit in Velvet,Women,Anarkali,Fancy,Velvet,Velvet,Dark Pink,"Party Wear, Festival Wear",All-season,61800,40%,Zari Embroidery,Zari,Women,,,
319,1751679579-390,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/maya-ali-georgette-anarkali-suit-rose-pink-color-lstv03858-pink.html,"Zari Work, Beads Work, Cut dana Work, Gota Patti Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maya-ali-georgette-anarkali-suit-rose-pink-color-1-lstv03858-pink.jpg,Maya Ali silk Wedding Anarkali Suit In Rose Pink Color,Women,Anarkali,Traditional,Silk,Silk,Rose Pink,"Bridesmaid Wear, Festival Wear, Party Wear, Wedding Wear",All-season,43800,72%,"Zari Work, Beads Work, Cut dana Work, Gota Patti Work","Zari Work, Beads Work, Cut dana Work, Gota Patti Work",Women,,,
320,1751679582-391,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/plus-size-peacock-blue-georgette-front-slit-eid-anarkali-suit-lstv08337p.html,"Dori Work, Zari, Sequins Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv08337_1.jpg,Plus Size Peacock Blue Georgette Front Slit Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Santoon,Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,55800,72%,"Dori Work, Zari, Sequins Work","Dori Work, Zari, Sequins Work",Women,40-46,Matching Blue,Heels
321,1751679589-393,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/dark-green-georgette-anarkali-with-straight-pant-suit-lstv04551.html,"Zari Work, Kundan Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-green-georgette-anarkali-with-straight-pant-suit-1-lstv04551.jpg,Dark Green Georgette Wedding Anarkali with Straight Pant Suit,Women,Anarkali,Traditional,Georgette,Georgette,Dark Green,"Bridesmaid Wear, Festival Wear, Party Wear, Wedding Wear",All-season,64800,72%,"Zari Work, Kundan Work, Dori Work","Zari Work, Kundan Work, Dori Work",Women,,,
322,1751679592-394,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/pale-pink-cotton-silk-palazzo-pant-eid-plus-size-anarkali-suit-lstv112437p.html,"Dabka Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv112437.jpg,Pale Pink Cotton Silk Palazzo Pant Wedding Plus Size Anarkali Suit,Women,Anarkali,Traditional,Cotton Silk,Cotton Silk,Pale Pink,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,72%,"Dabka Work, Stone Work","Dabka Work, Stone Work",Women,Plus Size,Matching,Heels
323,1751679599-396,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/lovely-silk-anarkalii-suit-in-black-color-with-zari-embroidered-dmv12696.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/m/dmv12696-black.jpg,Attractive Black Dupion Silk Anarkalii Suit,Women,Anarkali,Traditional,Dupion Silk,Georgette,Black,"Festival Wear, Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear",All-season,87600,40%,"Resham Work, Thread Work, Dori, Stone Work","Top (Included Lining), Bottom and Scarf",Women,"40, 35-45","Black, Gold, Silver","Heels, Sandals"
324,1751679602-397,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 10,https://www.andaazfashion.com/lovely-silk-anarkalii-suit-in-deep-brown-color-with-zari-embroidered-dmv12696.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/m/dmv12696-brown.jpg,Attractive Deep Brown Dupion Silk Anarkalii Suit,Women,Anarkali,Traditional,Dupion Silk,Georgette,Deep Brown,"Festival Wear, Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear",All-season,87600,40%,"Resham Work, Thread Work, Dori, Stone Work","Top (Included Lining), Bottom and Scarf",Women,"40, 35-45",Brown,Heels
