,web-scraper-order,web-scraper-start-url,Products-href,Style,Festival ,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
79,1751700455-82,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/turquoise-blue-silk-embroidered-men-kurta-pajama-mkpa03204.html,Straight Cut,"Diwali,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/u/turquoise-blue-silk-embroidered-men-kurta-pajama-mkpa03204-1.jpg,Turquoise Blue Silk Embroidered Men Kurta Pajama,Men,Kurta Pajama,Traditional,Silk,Art Silk,Turquoise Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,45900,19%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,"40, 42, 44",Brown,Traditional
80,1751700460-83,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/light-peach-cotton-silk-embroidered-mens-kurta-with-dhoti-mkpa07561.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-peach-cotton-silk-embroidered-mens-kurta-with-dhoti-mkpa07561-1.jpg,Light Peach Cotton Silk Embroidered Men's Kurta With Dhoti,Pakistani Cloth,Salwar Kameez,Traditional,Cotton Silk,Cotton Silk,Light Peach,"Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,45900,12%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,"44, 36-42",Brown,Traditional Sandals
81,1751700465-84,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/pistachio-green-silk-embroidered-men-kurta-pajama-mkpa03244.html,Straight Cut,"Diwali,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/i/pistachio-green-silk-embroidered-men-kurta-pajama-mkpa03244-1.jpg,Pistachio Green Silk Embroidered Men Kurta Pajama,Men,Kurta Pajama,Traditional,Silk,Silk,Pistachio Green,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,45900,43%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,"42, 44, 38-42",Brown,Traditional
82,1751700468-85,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/printed-cotton-charcoal-grey-men-dhoti-kurta-mkpa02421.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/r/printed-cotton-charcoal-grey-men-dhoti-kurta-mkpa02421-1.jpg,Printed Cotton Charcoal Grey Men Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Cotton,Banarasi Silk,Charcoal Grey,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,43%,Printed,Top (Kurta) & Bottom (Pajama),Men,"42, 44, 36-40",Black,Traditional
83,1751700472-86,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/navy-blue-dupion-silk-plain-mens-dhoti-kurta-mkpa01162.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-dupion-silk-plain-mens-dhoti-kurta-mkpa01162-1.jpg,Navy Blue Dupion Silk Plain Men's Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Navy Blue,Wedding,All-season,27600,27%,Plain,,Men,,,
84,1751700476-87,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/light-blue-dupion-silk-men-kurta-with-dhoti-mkpa0555.html,Straight Cut,"Diwali, Eid, Gur Purab, Lohri, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-blue-dupion-silk-men-kurta-with-dhoti-mkpa0555-1.jpg,Light Blue Zari Embroidered Dupion Silk Men Kurta,Pakistani Cloth,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Light Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,43800,21%,"Resham Work, Thread Work, Zari",Top (Kurta) & Bottom (Pajama),Pakistani Men,"44, 36-42",Brown,Traditional Sandals
85,1751700479-88,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/plain-dupion-silk-silver-men-kurta-dhoti-mkpa01293.html,Straight Cut,Silver,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-silver-men-kurta-dhoti-mkpa01293-1.jpg,Plain Dupion Silk Silver Men Kurta Dhoti,Men,Kurta Dhoti,Straight Cut,Silk,Silk,Silver,Wedding,All-season,29700,43%,Resham Work,,Men,,,
86,1751700483-89,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/red-dupion-silk-plain-men-kurta-dhoti-mkpa01295.html,Straight Cut,Red,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-dupion-silk-plain-men-kurta-dhoti-mkpa01295-1.jpg,Men Kurta Pajama in Dark Brown Art Silk for Sangeet,Indian Cloth,Kurta Pajama,Traditional,Silk,Silk,Dark Brown,Wedding,All-season,29700,43%,Zari Work,,Men,,,
87,1751700487-90,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/plain-dupion-silk-dark-brown-men-kurta-dhoti-mkpa01294.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-dark-brown-men-kurta-dhoti-mkpa01294-1.jpg,Plain Dupion Silk Dark Brown Men Kurta Dhoti,Men,Kurta Dhoti,Straight Cut,Silk,Silk,Dark Brown,Wedding,All-season,29700,20%,Resham Work,,Men,,,
88,1751700491-91,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/plain-dupion-silk-maroon-mens-dhoti-kurta-mkpa01175.html,Straight Cut,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-maroon-mens-dhoti-kurta-mkpa01175-1.jpg,Plain Dupion Silk Maroon Men's Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Maroon,Wedding,All-season,27600,18%,Thread Work,,Men,,,
89,1751700494-92,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/plain-dark-beige-dupion-silk-straight-cut-men-kurta-dhoti-mkpa01301.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dark-beige-dupion-silk-straight-cut-men-kurta-dhoti-mkpa01301-1.jpg,Plain Dark Beige Dupion Silk Straight Cut Men Kurta Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,Dark Beige,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
90,1751700499-93,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/light-blue-dupion-silk-straight-cut-plain-men-kurta-dhoti-mkpa01298.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-blue-dupion-silk-straight-cut-plain-men-kurta-dhoti-mkpa01298-1.jpg,Light Blue Dupion Silk Straight Cut Plain Men Kurta Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,Light Blue,Wedding,All-season,29700,23%,Thread Work,,Men,,,
91,1751700502-94,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/light-beige-brocade-men-sherwani-with-dhoti-mstv01242.html,Indo-Western,Light Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-beige-brocade-men-sherwani-with-dhoti-mstv01242-1.jpg,Light Beige Brocade Men Sherwani With Dhoti,Men,Sherwani,Indo-Western,Brocade,Silk,Light Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,55800,25%,"Woven, Zari",,Men,,,
92,1751700508-95,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/dark-brown-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01179.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-brown-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01179-1.jpg,Dark Brown Dupion Silk Straight Cut Men's Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Dark Brown,Wedding,All-season,27600,27%,Zari Work,,Men,,,
93,1751700512-96,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/plain-dupion-silk-dark-maroon-mens-dhoti-kurta-mkpa01186.html,A Line,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-dark-maroon-mens-dhoti-kurta-mkpa01186-1.jpg,Plain Dupion Silk Dark Maroon Men's Dhoti Kurta,Men,Trouser Suit,A Line,Silk,Silk,Dark Maroon,Wedding,All-season,27600,22%,Thread Work,,Men,,,
94,1751700515-97,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/navy-blue-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01188.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01188-1.jpg,Dupion Silk Bottle Green Wedding Wear Men Kurta Pajama,Men,Kurta Pajama,Straight Cut,Silk,Silk,Bottle Green,Wedding,All-season,27600,43%,Thread Work,,Men,,,
95,1751700520-98,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/dark-beige-dupion-silk-plain-men-kurta-dhoti-mkpa01303.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-beige-dupion-silk-plain-men-kurta-dhoti-mkpa01303-1.jpg,Black Cotton Men Kurta Pajama for Party Wear with Resham Work,Men,Kurta Pajama,Straight Cut,Cotton,Cotton,Black,Party Wear,All-season,29700,43%,Resham Work,,Men,,,
96,1751700526-99,https://www.andaazfashion.com/men/dhoti-kurta?p=7,https://www.andaazfashion.com/dark-pink-jacquard-men-sherwani-with-dhoti-mstv01240.html,Indo-Western,Dark Pink,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-pink-jacquard-men-sherwani-with-dhoti-mstv01240-1.jpg,Dark Pink Jacquard Men Sherwani With Dhoti,Men,Sherwani,Indo-Western,Jacquard,Art Silk,Dark Pink,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,45900,43%,Printed,,Men,,,
97,1751711956-1,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/white-dupion-silk-men-kurta-with-dhoti-mkpa0552.html,Straight Cut,"Diwali, Eid, Gur Purab, Lohri, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/w/h/white-dupion-silk-men-kurta-with-dhoti-mkpa0552-1.jpg,White Straight Cut Wedding Wear Men Kurta Dhoti in Dupion Silk,Men,Kurta Dhoti,Straight Cut,Dupion Silk,Dupion Silk,Pure White,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,43800,72%,"Resham Work, Thread Work, Zari",Top (Kurta) & Bottom (Dhoti),Men,"44, 36-42",White,Traditional
98,1751711964-2,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/bottle-green-dupion-silk-men-kurta-with-dhoti-mkpa0551.html,Straight Cut,"Diwali, Eid, Gur Purab, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/b/o/bottle-green-dupion-silk-men-kurta-with-dhoti-mkpa0551-1.jpg,Bottle Green Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Bottle Green,"Wedding Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Sangeet",All-season,43800,72%,"Resham Work, Thread Work, Zari",Top (Kurta) & Bottom (Pajama),Men,Unknown,Bottle Green,Traditional
99,1751711974-3,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/light-grey-silk-men-sherwani-with-dhoti-mstv01239.html,Straight Cut,Light Grey,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-grey-silk-men-sherwani-with-dhoti-mstv01239-1.jpg,Light Grey Silk Men Sherwani With Dhoti,Pakistani Cloth,Sherwani,Straight Cut,Silk,Art Silk,Light Grey,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,47700,28%,Top (Sherwani) & Bottom (Pajama),,Pakistani Men,,,
100,1751711981-4,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-black-men-kurta-with-dhoti-mkpa0578.html,Straight Cut,"Eid,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-black-men-kurta-with-dhoti-mkpa0578-1.jpg,Dupion Silk Black Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Black,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
101,1751711988-5,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-white-men-kurta-with-dhoti-mkpa0574.html,Straight Cut,"Eid, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-white-men-kurta-with-dhoti-mkpa0574-1.jpg,Dupion Silk White Kurta with Dhoti for Men,Men,Kurta Dhoti,Straight Cut,Dupion Silk,Dupion Silk,Pure White,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Dhoti) & Dupatta,Men,38-42,White,Traditional
102,1751711994-6,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-off-white-men-kurta-dhoti-mkpa01292.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-off-white-men-kurta-dhoti-mkpa01292-1.jpg,Navy Blue Art Silk Assymetrical Men Kurta Dhoti with Zari Work,Men,Kurta Dhoti,Straight Cut,Silk,Silk,Navy Blue,"Wedding, Guest Wedding Wear, Festival",All-season,29700,28%,Zari Work,,Men,,,
103,1751712000-7,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-navy-blue-men-kurta-with-dhoti-mkpa0586.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-navy-blue-men-kurta-with-dhoti-mkpa0586-1.jpg,Dupion Silk Navy Blue Men Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Navy Blue,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
104,1751712007-8,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-brown-men-kurta-with-dhoti-mkpa0587.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-brown-men-kurta-with-dhoti-mkpa0587-1.jpg,Dupion Silk Brown Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Brown,Festival Wear,All-season,39900,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Brown,Traditional
105,1751712013-9,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/carnation-pink-dupion-silk-plain-mens-dhoti-kurta-mkpa01189.html,Straight Cut,Pink,https://assets2.andaazfashion.com/media/catalog/product/c/a/carnation-pink-dupion-silk-plain-mens-dhoti-kurta-mkpa01189-1.jpg,Carnation Pink Dupion Silk Plain Men's Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Silk,Silk,Carnation Pink,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,43%,Thread Work,,Men,,,
106,1751712020-10,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-light-blue-men-dhoti-kurta-mkpa01181.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-light-blue-men-dhoti-kurta-mkpa01181-1.jpg,Plain Dupion Silk Light Blue Men Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Silk,Silk,Light Blue,"Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,26%,Thread Work,,Men,,,
107,1751712027-11,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-maroon-men-kurta-with-dhoti-mkpa0579.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-maroon-men-kurta-with-dhoti-mkpa0579-1.jpg,Dupion Silk Maroon Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Maroon,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Brown,Traditional
108,1751712033-12,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/grey-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01182.html,Straight Cut,Grey,https://assets2.andaazfashion.com/media/catalog/product/g/r/grey-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01182-1.jpg,Grey Dupion Silk Straight Cut Men's Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Silk,Silk,Grey,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,43%,Thread Work,,Men,,,
109,1751712039-13,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/navy-blue-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01174.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-dupion-silk-straight-cut-mens-dhoti-kurta-mkpa01174-1.jpg,Party Wear Resham Work Men Kurta Pajama in Dupion Silk White,Men,Kurta Pajama,Straight Cut,Silk,Silk,White,"Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,16%,Resham Work,,Men,,,
110,1751712046-14,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dark-brown-dupion-silk-men-kurta-with-dhoti-mkpa0582.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-brown-dupion-silk-men-kurta-with-dhoti-mkpa0582-1.jpg,Dark Brown Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Dark Brown,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Brown,Traditional
111,1751712050-15,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/red-dupion-silk-men-kurta-with-dhoti-mkpa0589.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/r/e/red-dupion-silk-men-kurta-with-dhoti-mkpa0589-1.jpg,Red Dupion Silk Men Kurta With Dhoti,Indian Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Pure Red,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
112,1751712056-16,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-white-men-plain-dhoti-kurta-mkpa01180.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-white-men-plain-dhoti-kurta-mkpa01180-1.jpg,Dupion Silk White Men Plain Dhoti Kurta,Men,Kurta Dhoti,Straight Cut,Silk,Silk,White,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,27%,Zari Work,,Men,,,
113,1751712061-17,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/persian-green-dupion-silk-men-kurta-with-dhoti-mkpa0581.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/p/e/persian-green-dupion-silk-men-kurta-with-dhoti-mkpa0581-1.jpg,Persian Green Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Persian Green,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Brown,Traditional
114,1751712065-18,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/royal-blue-dupion-silk-men-kurta-with-dhoti-mkpa0588.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/r/o/royal-blue-dupion-silk-men-kurta-with-dhoti-mkpa0588-1.jpg,Dupion Silk Kurta with Dhoti in Royal Blue,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Royal Blue,Festival Wear,All-season,31800,28%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
115,1751712071-19,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dark-grey-dupion-silk-men-kurta-with-dhoti-mkpa0575.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-grey-dupion-silk-men-kurta-with-dhoti-mkpa0575-1.jpg,Dark Grey Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Dark Grey,Festival Wear,All-season,27600,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"42, 38-40",Black,Traditional
116,1751712077-20,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-white-men-kurta-dhoti-mkpa01299.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-white-men-kurta-dhoti-mkpa01299-1.jpg,Dupion Silk Mustard Yellow Wedding Wear Men Kurta Dhoti,Men,Kurta Dhoti,Straight Cut,Silk,Silk,Mustard Yellow,"Wedding, Guest Wedding Wear, Festival",All-season,29700,43%,Resham Work,,Men,,,
117,1751712083-21,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-dark-brown-men-kurta-with-dhoti-mkpa0573.html,Straight Cut,"Diwali, Eid, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-dark-brown-men-kurta-with-dhoti-mkpa0573-1.jpg,Dupion Silk Dark Brown Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Dark Brown,Festival Wear,All-season,27600,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Brown,Traditional
118,1751712089-22,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-white-plain-mens-dhoti-kurta-mkpa01184.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-white-plain-mens-dhoti-kurta-mkpa01184-1.jpg,Dupion Silk White Plain Men's Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,White,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,22%,Thread Work,,Men,,,
119,1751712092-23,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/black-dupion-silk-men-kurta-with-dhoti-mkpa0591.html,Straight Cut,"Diwali,",https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-men-kurta-with-dhoti-mkpa0591-1.jpg,Black Dupion Silk Kurta with Dhoti and Silk Crushed Dupatta,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Pure Black,Festival Wear,All-season,27600,72%,Plain,"Top (Kurta), Bottom (Pajama), Dupatta",Men,"42, 38-40",Black,Traditional
120,1751712096-24,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/navy-blue-dupion-silk-men-kurta-with-dhoti-mkpa0580.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-dupion-silk-men-kurta-with-dhoti-mkpa0580-1.jpg,Navy Blue Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Navy Blue,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
121,1751712102-25,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-royal-blue-men-kurta-with-dhoti-mkpa0572.html,Straight Cut,"Diwali, Eid, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-royal-blue-men-kurta-with-dhoti-mkpa0572-1.jpg,Dupion Silk Royal Blue Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Royal Blue,Festival Wear,All-season,27600,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
122,1751712105-26,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/cream-dupion-silk-men-kurta-with-dhoti-mkpa0568.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/c/r/cream-dupion-silk-men-kurta-with-dhoti-mkpa0568-1_1.jpg,Cream Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Cream,Festival Wear,All-season,27600,72%,Plain,Top (Kurta) & Bottom (Pajama),Men,"42, 38-40",Brown,Traditional
123,1751712109-27,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/black-dupion-silk-men-kurta-with-dhoti-mkpa0642.html,Asymmetric,"Eid,",https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-men-kurta-with-dhoti-mkpa0642-1.jpg,Black Dupion Silk Asymmetric Men Kurta with Dhoti,Men,Kurta Pajama,Asymmetric,Dupion Silk,Dupion Silk,Pure Black,"Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,72%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Black,Traditional
